,DOING BUSINESS AS NAME,LEGAL NAME,LATITUDE,LONGITUDE,espresso
275,STARBUCKS COFFEE #2372,"URBAN COFFEE OPPORTUNITIES, LLC",41.807533457,-87.743003421,espressno
276,STARBUCKS COFFEE #2624,"URBAN COFFEE OPPORTUNITIES, LLC",41.765936859,-87.585772423,espressno
277,STARBUCKS COFFEE #2827,"URBAN COFFEE OPPORTUNITIES, LLC",41.79517545,-87.59660147700001,espressno
278,STARBUCKS COFFEE #7948,"URBAN COFFEE OPPORTUNITIES, LLC",41.930851315,-87.787755655,espressno
279,STARBUCKS COFFEE #9895,"URBAN COFFEE OPPORTUNITIES, LLC",41.866463844,-87.71017083,espressno
280,STARBUCKS COFFEE #9942,"URBAN COFFEE OPPORTUNITIES, LLC",41.736334713000005,-87.628645222,espressno
281,XANDO COFFEE & BAR / COSI SANDWICH BAR,"Cosi, Inc.",41.885822048,-87.632303735,espressno
282,XANDO COFFEE & BAR / COSI SANDWICH BAR,"Cosi, Inc.",41.891590741,-87.62586713700001,espressno
283,XANDO COFFEE & BAR / COSI SANDWICH BAR,"Cosi, Inc.",41.88331786,-87.634769095,espressno
284,XANDO COFFEE & BAR / COSI SANDWICH BAR,"Cosi, Inc.",41.880395838000005,-87.624501722,espressno
285,XANDO COFFEE & BAR / COSI SANDWICH BAR,"Cosi, Inc.",41.903988440999996,-87.62882442799999,espressno
